Conditioner_Inlet_Temp,Conditioner_Outlet_Temp,Coal_Feeder_Rate,Primary_Air_Flow,Primary_Air_Split,System_Secondary_Air_Flow_Total,Secondary_Air_Flow,Secondary_Air_Split,Tertiary_Air_Split,Total_Comb_Air_Flow,Supp_Fuel_Flow,Main_Flm_Int
0.615135,0.387543,0.922581,0.707328,0.980308,0.851437,0.720911,0.0155716,0.0513983,0.734902,0.00340125,0.748799
0.614154,0.389401,0.911503,0.709784,0.980409,0.853129,0.722134,0.0155063,0.0510799,0.737386,0.00340125,0.744026
0.613172,0.388004,0.910444,0.700929,0.980391,0.821735,0.699443,0.0152995,0.0525026,0.725884,0.00340125,0.707451
0.620043,0.388004,0.915983,0.699771,0.980199,0.835042,0.709061,0.0155938,0.052035,0.725753,0.00340125,0.743727
0.62139,0.390323,0.918425,0.706952,0.980344,0.849222,0.71931,0.0155557,0.0512491,0.734147,0.00340125,0.776543
0.617715,0.387081,0.93856,0.705963,0.98018,0.857386,0.725211,0.0157354,0.0512789,0.734037,0.00340125,0.714656
0.620043,0.387081,0.928453,0.712998,0.980381,0.873123,0.736586,0.0157545,0.0497269,0.741807,0.00340125,0.707451
0.619305,0.383392,0.932285,0.710203,0.980266,0.865643,0.73118,0.01571,0.0508312,0.738983,0.00340125,0.764355
0.626662,0.388465,0.914268,0.703247,0.980198,0.846173,0.717107,0.0156463,0.0517167,0.730338,0.00340125,0.750633
0.626784,0.388465,0.922178,0.707751,0.980299,0.853129,0.722134,0.0155827,0.0513784,0.735514,0.00340125,0.756929
0.624091,0.385698,0.927315,0.706079,0.980309,0.848792,0.718999,0.0155827,0.0513187,0.733249,0.00340125,0.76364
0.616612,0.387543,0.915983,0.709194,0.980277,0.861279,0.728025,0.0156734,0.0509804,0.737583,0.00340125,0.763328
0.618697,0.385237,0.930571,0.717337,0.98062,0.867765,0.732713,0.0154809,0.0497269,0.745735,0.00340125,0.677769
0.615135,0.387081,0.930571,0.712836,0.980367,0.868772,0.733441,0.0156654,0.0503735,0.741697,0.00340125,0.698294
0.621268,0.387543,0.910444,0.706987,0.98032,0.851867,0.721222,0.0156034,0.0511098,0.734365,0.00340125,0.729185
0.624456,0.38662,0.912482,0.70134,0.980253,0.835875,0.709663,0.0155429,0.0519554,0.727416,0.00340125,0.750633
0.630086,0.387081,0.910444,0.702412,0.980253,0.839366,0.712186,0.0155604,0.051846,0.728828,0.00340125,0.711002
0.628374,0.382918,0.926003,0.70287,0.980301,0.835687,0.709527,0.0154698,0.0520848,0.729091,0.00340125,0.736404
0.627271,0.379228,0.925679,0.702207,0.98016,0.845999,0.716981,0.0156877,0.0517366,0.729244,0.00340125,0.740878
0.624334,0.383392,0.917366,0.703222,0.980331,0.834397,0.708595,0.0154332,0.0520947,0.729332,0.00340125,0.736911
0.630946,0.383853,0.919081,0.697318,0.980174,0.824515,0.701452,0.015492,0.0528509,0.7227,0.00340125,0.76364
0.629842,0.385237,0.912151,0.693641,0.980048,0.821534,0.699297,0.0155891,0.0531493,0.718771,0.00340125,0.725335
0.623474,0.38662,0.915904,0.703429,0.980281,0.840829,0.713244,0.0155461,0.0517465,0.729966,0.00340125,0.786597
0.625194,0.382456,0.931954,0.702268,0.980212,0.842132,0.714185,0.0156161,0.0518062,0.728948,0.00340125,0.732034
0.623474,0.383392,0.925355,0.708118,0.980276,0.857023,0.724949,0.01564,0.0511993,0.736171,0.00340125,0.744637
0.623969,0.382456,0.929512,0.714383,0.980374,0.874439,0.737537,0.0157052,0.0500751,0.743678,0.00340125,0.776751
0.624213,0.388465,0.905876,0.71386,0.98053,0.859588,0.726803,0.015465,0.050473,0.74184,0.00340125,0.762821
0.620165,0.382918,0.915904,0.702128,0.980473,0.824273,0.701277,0.0153139,0.0518261,0.726869,0.00340125,0.70948
0.609733,0.38015,0.922581,0.699801,0.98017,0.836224,0.709915,0.0156097,0.0521544,0.726005,0.00340125,0.732645
0.623353,0.385237,0.916307,0.703523,0.980305,0.839916,0.712584,0.0155286,0.0516968,0.729922,0.00340125,0.76831
0.631189,0.381534,0.918757,0.703418,0.980233,0.843716,0.715331,0.0155938,0.0517963,0.730305,0.00340125,0.728886
0.633882,0.388004,0.914924,0.705263,0.980374,0.849047,0.719184,0.0156527,0.0504133,0.731695,0.00340125,0.765981
0.634612,0.385237,0.907267,0.706578,0.980401,0.845717,0.716777,0.0155175,0.0510799,0.733238,0.00340125,0.774917
0.630946,0.388926,0.923071,0.701303,0.980422,0.822071,0.699685,0.0152948,0.0523136,0.726158,0.00340125,0.781524
0.636202,0.388926,0.912482,0.698263,0.980308,0.8205,0.69855,0.0153918,0.0525225,0.722984,0.00340125,0.769324
0.628983,0.388926,0.919729,0.695711,0.980065,0.829094,0.704761,0.0156463,0.0526718,0.721376,0.00340125,0.743922
0.629599,0.382456,0.920788,0.698272,0.980237,0.826287,0.702733,0.0154968,0.0523833,0.72351,0.00340125,0.770651
0.629786,0.387543,0.920788,0.69973,0.980388,0.82101,0.698919,0.0153473,0.0522241,0.72433,0.00340125,0.809164
0.631132,0.389401,0.912151,0.704611,0.980395,0.835619,0.709478,0.0154029,0.0518162,0.730688,0.00340125,0.775229
0.627831,0.383392,0.918022,0.696446,0.980352,0.811221,0.691843,0.0153011,0.0527713,0.720271,0.00340125,0.774514
0.624034,0.381073,0.917366,0.696634,0.980401,0.807744,0.689329,0.0152296,0.0528708,0.720172,0.00340125,0.7363
0.626606,0.388926,0.916639,0.695598,0.980155,0.822621,0.700083,0.0155382,0.0527016,0.720577,0.00340125,0.776751
0.625746,0.388465,0.916639,0.698945,0.980202,0.830947,0.706101,0.0155509,0.0522838,0.724648,0.00340125,0.768414
0.622193,0.388465,0.923806,0.703745,0.980344,0.839433,0.712235,0.0155175,0.0514779,0.729922,0.00332887,0.803168
0.624521,0.388926,0.914513,0.705642,0.980276,0.852216,0.721474,0.0156702,0.0510103,0.732921,0.00340125,0.75845
0.627831,0.38662,0.912071,0.702379,0.980358,0.833189,0.707721,0.0154602,0.0517366,0.728029,0.00340125,0.79565
0.632114,0.382918,0.918757,0.704161,0.980416,0.831269,0.706334,0.0153393,0.0520649,0.729944,0.00340125,0.7363
0.633087,0.381995,0.919081,0.704175,0.980362,0.83711,0.710555,0.0154491,0.0517764,0.73036,0.00340125,0.776543
0.629056,0.386159,0.921854,0.698877,0.980153,0.837486,0.710827,0.0156829,0.0518162,0.72491,0.00340125,0.732346
0.622809,0.388004,0.916149,0.705426,0.980402,0.841058,0.713409,0.0154793,0.0512988,0.731706,0.00340125,0.767698
0.617163,0.387081,0.927394,0.704358,0.980167,0.853572,0.722454,0.015737,0.0513784,0.732024,0.00340125,0.710793
0.617163,0.389401,0.903023,0.703456,0.980365,0.836331,0.709993,0.0154714,0.0516172,0.729397,0.00340125,0.734063
0.61692,0.384776,0.912482,0.696643,0.980251,0.821467,0.699249,0.0154841,0.0523534,0.721266,0.00340125,0.770443
0.619248,0.390784,0.922913,0.700636,0.980234,0.836103,0.709828,0.0155811,0.0518759,0.726639,0.00340125,0.755004
0.617658,0.388004,0.916307,0.702592,0.980234,0.843542,0.715204,0.0156352,0.0515276,0.729211,0.00340125,0.709987
0.617658,0.388004,0.924217,0.713874,0.980538,0.859534,0.726764,0.015465,0.0504133,0.741796,0.00340125,0.73773
0.616433,0.387081,0.927394,0.709943,0.98046,0.857184,0.725065,0.0156018,0.0501149,0.737211,0.00340125,0.75144
0.617658,0.390099,0.908974,0.706044,0.980374,0.845811,0.716845,0.0155398,0.0511197,0.732724,0.00340125,0.750633
0.616433,0.389638,0.920464,0.70765,0.980502,0.838318,0.711429,0.0153314,0.0515077,0.733895,0.00332887,0.774111
0.61275,0.39334,0.920464,0.709054,0.98042,0.850309,0.720096,0.0154888,0.0511098,0.736346,0.00340125,0.742712
0.614835,0.394263,0.915572,0.707428,0.980387,0.852458,0.721649,0.0156129,0.0505725,0.734453,0.00340125,0.754288
0.611891,0.391957,0.929267,0.704808,0.98033,0.846724,0.717505,0.0156129,0.0509705,0.731422,0.00332887,0.74586
0.614957,0.389177,0.919002,0.705354,0.980326,0.849678,0.71964,0.0156463,0.0508014,0.732177,0.00340125,0.693728
0.61778,0.393802,0.918346,0.714349,0.98059,0.85897,0.726356,0.0154427,0.0501845,0.742047,0.00340125,0.747681
0.616798,0.39056,0.926335,0.706721,0.980403,0.845247,0.716437,0.0155,0.0511595,0.733402,0.00340125,0.746874
0.619005,0.393802,0.919405,0.706146,0.980372,0.847181,0.717835,0.0155636,0.0509904,0.732877,0.00340125,0.756629
0.620108,0.390099,0.9256,0.709112,0.980383,0.859655,0.726851,0.015675,0.0502144,0.736696,0.00340125,0.7238
0.621455,0.388254,0.918267,0.710491,0.980313,0.86708,0.732218,0.0157386,0.0503139,0.739016,0.00340125,0.750529
0.619743,0.39334,0.926335,0.714314,0.980394,0.872048,0.735809,0.0156638,0.0502044,0.743448,0.00340125,0.777154
0.623418,0.387332,0.936434,0.711252,0.980258,0.871444,0.735372,0.0157752,0.050483,0.740428,0.00340125,0.754899
0.623539,0.389177,0.929101,0.705241,0.980224,0.853075,0.722095,0.0156957,0.0512292,0.732768,0.00340125,0.744741
0.626111,0.392418,0.924217,0.710507,0.980473,0.854472,0.723105,0.0155159,0.0505626,0.737867,0.00332887,0.776543
0.626971,0.391021,0.919405,0.709097,0.980424,0.852176,0.721445,0.0155286,0.0508312,0.736368,0.00332887,0.767607
0.629299,0.394263,0.9256,0.707319,0.980353,0.85094,0.720552,0.0155763,0.0510401,0.734551,0.00340125,0.763432
0.625381,0.394724,0.924944,0.709142,0.980466,0.848792,0.718999,0.015465,0.0509307,0.736127,0.00340125,0.731734
0.629056,0.392418,0.911747,0.708306,0.980338,0.856593,0.724638,0.01564,0.0507516,0.735963,0.00340125,0.773798
0.640055,0.391957,0.922178,0.698209,0.980166,0.834988,0.709022,0.0156686,0.0518062,0.723937,0.00332887,0.775827
0.638709,0.392879,0.916884,0.705444,0.980537,0.828476,0.704315,0.0152471,0.0517963,0.730754,0.00340125,0.737314
0.642619,0.391957,0.919002,0.704188,0.980309,0.843058,0.714855,0.0155604,0.051458,0.730765,0.00332887,0.790057
0.642862,0.394263,0.926003,0.703945,0.980341,0.840144,0.712749,0.0155207,0.0514679,0.730207,0.00332887,0.797276
0.640055,0.390099,0.918346,0.703432,0.980306,0.842347,0.714341,0.0155859,0.0513187,0.729791,0.00340125,0.746666
0.637249,0.39334,0.914845,0.707253,0.980506,0.842024,0.714108,0.0154332,0.0508412,0.733348,0.00340125,0.818607
0.632844,0.389177,0.911747,0.704379,0.980412,0.83574,0.709565,0.0154236,0.0515774,0.730262,0.00332887,0.789042
0.629907,0.391957,0.923561,0.699593,0.980101,0.844576,0.715952,0.0157816,0.0515674,0.726235,0.00340125,0.735181
0.632844,0.391957,0.931385,0.70871,0.980342,0.863428,0.729578,0.0157656,0.0499457,0.736466,0.00332887,0.769935
0.626484,0.385487,0.919729,0.712017,0.980522,0.864046,0.730025,0.0156543,0.0493488,0.739487,0.00340125,0.767399
0.623783,0.387793,0.920385,0.709722,0.980424,0.857198,0.725075,0.0156018,0.0503735,0.737189,0.00332887,0.806107
0.629664,0.383629,0.919729,0.70867,0.980469,0.847798,0.718281,0.0154698,0.0508809,0.735482,0.00340125,0.805808
0.629177,0.387793,0.917287,0.698825,0.980262,0.827173,0.703373,0.0154936,0.0522241,0.724057,0.00332887,0.721368
0.627336,0.389638,0.929267,0.69958,0.980317,0.827818,0.703839,0.0154825,0.0518858,0.724648,0.00332887,0.807434
0.625008,0.383629,0.914513,0.69993,0.980124,0.841944,0.714049,0.0157131,0.0518261,0.726508,0.00332887,0.747173
0.627579,0.387332,0.917943,0.709658,0.980517,0.850081,0.719931,0.0154809,0.0504631,0.736423,0.00340125,0.763328
0.627214,0.39056,0.911337,0.705893,0.980419,0.84428,0.715738,0.0155286,0.050871,0.732199,0.00340125,0.777661
0.631619,0.387793,0.903355,0.694473,0.980074,0.826824,0.703121,0.015667,0.0524728,0.71968,0.00332887,0.789342
0.632235,0.388715,0.916394,0.695714,0.98038,0.809046,0.690271,0.0153011,0.0525723,0.719111,0.00332887,0.764251
0.634069,0.385487,0.921768,0.699288,0.980176,0.838641,0.711662,0.0156925,0.0515873,0.725283,0.00332887,0.79046
0.631132,0.385013,0.927315,0.712582,0.980473,0.861937,0.728501,0.0155652,0.0502641,0.740592,0.00340125,0.800723
0.635537,0.388715,0.922178,0.714411,0.980372,0.877124,0.739478,0.0157609,0.0497667,0.743744,0.00332887,0.780094
0.634434,0.389638,0.915493,0.715384,0.98051,0.867725,0.732684,0.0155509,0.0500751,0.743984,0.00340125,0.809164
0.636024,0.387332,0.920061,0.712391,0.980355,0.870491,0.734683,0.0157227,0.0501149,0.741205,0.00332887,0.764759
0.642319,0.388715,0.911013,0.708747,0.980458,0.848429,0.718737,0.0154761,0.0509207,0.735668,0.00332887,0.791176
0.642197,0.387793,0.914845,0.70739,0.980501,0.838171,0.711322,0.0153409,0.051458,0.733566,0.00332887,0.764355
0.639634,0.388715,0.913786,0.697591,0.980256,0.82473,0.701607,0.0155063,0.0521843,0.72247,0.00332887,0.770755
0.613059,0.383629,0.911668,0.703222,0.98032,0.837284,0.710682,0.015492,0.0518062,0.729408,0.00332887,0.77969
0.626054,0.391957,0.923158,0.703619,0.980251,0.84279,0.714661,0.0155684,0.0518162,0.730437,0.00340125,0.750633
0.637435,0.392418,0.917532,0.708726,0.980488,0.847624,0.718155,0.0154698,0.0507516,0.735416,0.00332887,0.763328
0.639755,0.388254,0.910278,0.711527,0.98057,0.851263,0.720785,0.015422,0.0504531,0.738491,0.00332887,0.765162
0.635845,0.387793,0.910278,0.69739,0.980159,0.83002,0.705431,0.0156034,0.0522639,0.722908,0.00332887,0.789251
0.64244,0.382707,0.908895,0.701195,0.980372,0.823575,0.700772,0.0153186,0.0525225,0.726377,0.00332887,0.761104
0.641467,0.389177,0.921768,0.698438,0.980226,0.827469,0.703587,0.0155095,0.0523733,0.723805,0.00332887,0.809268
0.644152,0.385948,0.913786,0.698569,0.980459,0.81337,0.693396,0.0152646,0.052234,0.722295,0.00332887,0.778169
0.64403,0.385948,0.913865,0.692789,0.980101,0.815961,0.695269,0.0155302,0.0531493,0.717272,0.00332887,0.793517
0.643909,0.395436,0.901317,0.698464,0.980351,0.817559,0.696424,0.0153298,0.0526121,0.722941,0.00332887,0.782136
0.6323,0.385948,0.915169,0.692273,0.98022,0.804239,0.686796,0.0153361,0.0534975,0.715729,0.00332887,0.779899
0.64403,0.387582,0.920385,0.694521,0.980156,0.820742,0.698724,0.0155557,0.0525822,0.719154,0.00332887,0.778273
0.650617,0.390099,0.919326,0.698545,0.980092,0.838815,0.711788,0.0157116,0.0520649,0.72491,0.00332887,0.778572
0.646472,0.387582,0.924541,0.704603,0.980274,0.8471,0.717776,0.0156161,0.0513585,0.731564,0.00332887,0.807538
0.638287,0.390811,0.918188,0.71006,0.980313,0.862085,0.728608,0.0156559,0.0508312,0.738447,0.00332887,0.794531
0.642319,0.383418,0.926248,0.710262,0.980327,0.863146,0.729374,0.0156718,0.0506322,0.738611,0.00332887,0.777154
0.643422,0.392655,0.926659,0.701983,0.980237,0.837701,0.710983,0.0155429,0.0520848,0.72839,0.00332887,0.821768
0.647202,0.390349,0.91411,0.703272,0.980442,0.833699,0.70809,0.0154475,0.0511993,0.728587,0.00332887,0.809671
0.645125,0.388043,0.915817,0.699231,0.980276,0.827993,0.703965,0.0154936,0.0521146,0.724484,0.00332887,0.79219
0.638903,0.391272,0.91916,0.698089,0.980266,0.825159,0.701918,0.0154904,0.0521942,0.72305,0.00332887,0.764551
0.640485,0.391272,0.91264,0.698281,0.980273,0.824783,0.701646,0.0154745,0.0522539,0.723258,0.00332887,0.752155
0.647445,0.391733,0.918915,0.702431,0.980387,0.83288,0.707498,0.0154586,0.0515376,0.727887,0.00332887,0.806823
0.649887,0.390349,0.910602,0.701063,0.980458,0.819305,0.697686,0.0152598,0.0522838,0.725578,0.00332887,0.778169
0.654998,0.388043,0.915169,0.697492,0.980349,0.81149,0.692037,0.0152486,0.0531195,0.721671,0.00332887,0.722682
0.657074,0.391272,0.913051,0.691171,0.980191,0.805354,0.687602,0.0154125,0.0532289,0.714493,0.00332887,0.764446
0.656709,0.386647,0.912727,0.695395,0.980205,0.816337,0.695541,0.0154268,0.0530498,0.719953,0.00332887,0.791475
0.654633,0.385724,0.922747,0.696862,0.980269,0.820245,0.698365,0.0154507,0.052433,0.72142,0.00332887,0.77787
0.650252,0.386185,0.911992,0.702396,0.980465,0.828798,0.704548,0.0153966,0.0513684,0.727274,0.00332887,0.778065
0.659143,0.391733,0.899847,0.700203,0.980527,0.813907,0.693784,0.0152089,0.0520947,0.723947,0.00332887,0.789758
